Thread,Index,Word,Label
107,1863,ศาลเจ้าพ่อมเหสักข์,LOCATION
107,1887,สงขลา,LOCATION
107,1904,สตูล,LOCATION
107,1931,วัดเขาถ้ำจีน,LOCATION
107,1952,สมุทรปราการ,LOCATION
107,1969,สมุทรสงคราม,LOCATION
107,2000,สมุทรสาคร,LOCATION
107,2015,ไทย,LOCATION
107,2019,เขมร,LOCATION
107,2021,สระแก้ว,LOCATION
107,2037,สระบุรี,LOCATION
107,2055,สิงห์บุรี,LOCATION
107,2072,สุโขทัย,LOCATION
107,2088,สุพรรณบุรี,LOCATION
107,2105,สุราษฎร์ธานี,LOCATION
107,2121,สุรินทร์,LOCATION
107,2138,หนองคาย,LOCATION
107,2156,หนองบัวลำภู,LOCATION
107,2174,อ่างทอง,LOCATION
107,2192,อุดรธานี,LOCATION
107,2211,อุทัยธานี,LOCATION
107,2230,อุตรดิตถ์,LOCATION
107,2275,อุบลราชธานี,LOCATION
107,2292,อำนาจเจริญ,LOCATION
108,66,ตลาดไทยย้อนยุคบ้านระจันตั้งอยู่ที่วัดโพธิ์เก้าต้น อ.ค่ายบางระจัน จ.สิงห์บุรี,LOCATION
108,91,อนุสาวรีย์ชาวบ้านบางระจัน,LOCATION
108,98,กรุงเทพ,LOCATION
108,560,สิงห์บุรี,LOCATION
108,845,ตลาดบ้านระจัน,LOCATION
109,7,ไทย,LOCATION
109,40,กรุงเทพ,LOCATION
110,7,เกาะกูด,LOCATION
110,10,เกาะขาม,LOCATION
110,14,เกาะกระดาด,LOCATION
110,132,ชลบุรี,LOCATION
110,134,ตราด,LOCATION
110,160,เกาะกูด,LOCATION
110,170,เกาะกูด,LOCATION
110,201,เกาะกูด,LOCATION
110,312,ชายหาดเกาะกูด,LOCATION
110,423,เกาะกูด,LOCATION
110,484,น้ำตกคลองเจ้า,LOCATION
110,584,เกาะขาม,LOCATION
110,587,เกาะกระดาด,LOCATION
110,592,เกาะขาม,LOCATION
110,624,เกาะขาม,LOCATION
110,634,เกาะขาม,LOCATION
110,654,เกาะกระดาด,LOCATION
110,683,เกาะกระดาด,LOCATION
110,736,จังหวัตราด,LOCATION
110,743,มัลดีฟ,LOCATION
110,753,เกาะกูด,LOCATION
110,824,ไทย,LOCATION
111,7,ไทย,LOCATION
111,391,เขาโด่ อ.ศรีสัชนาลัย จ.สุโขทัย,LOCATION
111,579,ผาช่อ,LOCATION
111,582,โด่ อ.ศรีสัชนาลัย จ.สุโขทัย,LOCATION
113,28,จังหวัดเพชรบูรณ์,LOCATION
114,110,สนามบินสุวรรณภูมิ,LOCATION
114,713,น้ำตกทีลอซู,LOCATION
114,718,อุ้มผาง จังหวัดตาก,LOCATION
114,723,ทีลอซู,LOCATION
114,754,ไทย,LOCATION
114,821,น้ำตกทีลอซู อำเภออุ้มผาง จังหวัดจาก,LOCATION
114,838,น้ำตกทีลอซู,LOCATION
114,845,น้ำตกทีลอซู,LOCATION
114,859,แม่น้ำกลอง,LOCATION
114,865,เหมืองปิล๊อก,LOCATION
114,868,เหมืองสมศักดิ์,LOCATION
114,872,ทองผาภูมิ,LOCATION
114,875,จังหวัดกาญจนบุรี,LOCATION
114,890,อุทยานแห่งชาติทองผาภูมิ,LOCATION
114,894,เนินช้างศึก,LOCATION
114,897,น้ำตกจ๊อกกระดิ่น,LOCATION
114,901,เขื่อนวชิราลงกรณ์,LOCATION
114,903,อุทยานประวัติศาสตร์เมืองสิงห์,LOCATION
114,911,ม่อนแจ่ม,LOCATION
114,914,ภูชี้ฟ้า,LOCATION
114,917,น้ำตกภูซาง,LOCATION
114,921,เชียงใหม่,LOCATION
114,923,เชียงราย,LOCATION
114,925,พะเยา,LOCATION
114,933,ม่อนแจ่ม,LOCATION
114,935,ภูชี้ฟ้า,LOCATION
114,937,สิงห์ปาร์ค,LOCATION
114,939,น้ำตกภูซาง,LOCATION
114,1085,ภูกระดึง,LOCATION
114,1136,ภูกระดึง จังหวัดเลย,LOCATION
114,1150,หลังแป,LOCATION
114,1161,ผาหล่มสัก,LOCATION
114,1220,เชียงคาน แก่งคุดคู้ ภูเรือ จ.เลย,LOCATION
114,1239,ทริปภูกระดึง,LOCATION
114,1251,เชียงคาน,LOCATION
114,1254,ริมฝั่งโขง,LOCATION
114,1258,เชียงคาน,LOCATION
114,1262,เชียงคาน,LOCATION
114,1263,แก่งคุดคู้,LOCATION
114,1265,ภูเรือ,LOCATION
114,1273,อุทยานแห่งชาติน้ำหนาว จ. เพชรบูรณ์,LOCATION
114,1313,น้ำหนาว,LOCATION
114,1320,อุทยานแห่งชาติน้ำหนาว,LOCATION
114,1377,จังหวัดประจวบคีรีขันธ์,LOCATION
114,1387,เขาล้อมหมวก,LOCATION
114,1413,เขาล้อมหมวก จังหวัดประจวบคีรีขันธ์,LOCATION
114,1469,เขาล้อมหมวก เมืองสามอ่าว,LOCATION
114,1566,เขื่อนรัชชประภา,LOCATION
114,1570,เขื่อนรัชชประภา,LOCATION
114,1580,เขื่อนเชี่ยวหลาน,LOCATION
114,1594,จังหวัดสุราษฎร์ธานี,LOCATION
114,1613,เขื่อนรัชชประภา,LOCATION
114,1633,เขื่อนรัชชประภา,LOCATION
114,1639,เขื่อนเชี่ยวหลาน จังหวัด สุราษฎธานี,LOCATION
114,1715,เขาสามเกลอ,LOCATION
114,1798,บางแสน,LOCATION
114,1801,พัทยา,LOCATION
114,1821,เกาะขาม สัตหีบ ชลบุรี,LOCATION
114,1864,เกาะขาม สัตหีบ จังหวัดชลบุรี,LOCATION
114,1910,บ้านโจรสลัด เกาะช้าง จังหวัดระนอง,LOCATION
114,1932,เกาะช้าง,LOCATION
114,1936,เกาะช้าง,LOCATION
114,1944,จังหวัดตราด,LOCATION
114,1949,เกาะช้าง,LOCATION
114,1953,จังหวัดระนอง,LOCATION
114,1961,เกาะพยาม,LOCATION
114,1971,เกาะพยาม,LOCATION
114,2122,สวนละไม จังหวัด ระยอง,LOCATION
114,2142,สวนละไม,LOCATION
114,2161,จันทบุรี,LOCATION
114,2185,น้ำตกพลิ้ว จังหวัด จันทบุรี,LOCATION
114,2203,น้ำตกพลิ้ว,LOCATION
114,2244,ภูเก็ต,LOCATION
114,2274,สนามบินสุวรรณภูมิ,LOCATION
114,2311,แหลมพรหมเทพ หาดในยาง จังหวัดภูเก็ต,LOCATION
114,2349,แหลมพรหมเทพ,LOCATION
114,2400,เขาหลวงสุโขทัย,LOCATION
114,2441,อุทยานแห่งชาติรามคำแหง จ.สุโขทัย,LOCATION
114,2500,เขาหลวงสุโขทัย,LOCATION
114,2531,น้ำตกเปรโต๊ะลอซู จ. ตาก,LOCATION
114,2616,ภูสอยดาว จ. อุตรดิตถ์,LOCATION
114,2679,ม่อนแจ่ม บ้านระเบียงดาว จ.เชียงใหม่,LOCATION
114,2698,ม่อนแจ่ม,LOCATION
114,2775,ดอยหลวงเชียงดาว จังหวัดเชียงใหม่,LOCATION
114,2790,ดอยหลวงเชียงดาว,LOCATION
114,2805,ดอยอินทนนท์,LOCATION
114,2809,ดอยผ้าห่มปก,LOCATION
114,2991,ภูกระดึง จังหวัดเลย,LOCATION
114,3012,ภูกระดึง,LOCATION
114,3029,ภูกระดึง,LOCATION
114,3062,ภูกระดึง,LOCATION
114,3144,ภูสอยดาว จ. อุตรดิตถ์,LOCATION
114,3216,ขุนตาล,LOCATION
114,3219,ดอยขุนตาล,LOCATION
114,3229,เชียงใหม่,LOCATION
114,3236,เชียงใหม่,LOCATION
114,3587,สันหนอกวัว จ. กาญจนบุรี,LOCATION
114,3671,เนินหมาถอย,LOCATION
114,3737,สันหนอกวัว,LOCATION
114,3744,เขตอุทยานป้อมปี่จังหวัดกาญจนบุรี,LOCATION
114,3756,จังหวัดกาญจนบุรี,LOCATION
114,3846,เขื่อน ป่าสักชลสิทธิ์ จ. ลพบุรี,LOCATION
114,3900,เขื่อนป่าสักดิ์ชลสิทธิ์,LOCATION
114,3977,หาดวนกร เกาะจาน จ.ประจวบคีรีขันธ์,LOCATION
114,3996,ถ้ำพระยานคร,LOCATION
114,4000,หาดวนกร,LOCATION
114,4003,เกาะจาน,LOCATION
114,4039,เกาะขาม สัตหีบ,LOCATION
114,4048,จ. ชลบุรี,LOCATION
114,4168,ลำคลองงู จ. กาญจนบุรี,LOCATION
114,4267,ยอดเขาแหลม เกาะช้าง จ.ตราด,LOCATION
115,78,รัชดา,LOCATION
116,68,กรุงเทพ,LOCATION
116,76,ริมโขง,LOCATION
118,0,เมืองปาย,LOCATION
119,39,ญี่ปุ่น,LOCATION
119,47,สิงคโปร์,LOCATION
120,8,บุรีรัมย์,LOCATION
120,10,ภูทับเบิก,LOCATION
122,13,ไทย,LOCATION
122,15,เมืองทอง,LOCATION
123,84,เกาะเสม็ด,LOCATION
123,142,อ่าวลูกโยน,LOCATION
123,502,เสม็ด,LOCATION
123,508,ท่าเรือนวลทิพย์,LOCATION
123,512,ท่าเรือศรีบ้านเพ,LOCATION
123,587,ท่าเทียบเรือเกาะเสม็ด,LOCATION
123,593,ท่าเทียบเรือเกาะเสม็ด,LOCATION
123,1397,หาดทรายแก้ว,LOCATION
123,2354,อ่าวปะการัง,LOCATION
123,3120,ศาลเจ้าพ่อตากสิน,LOCATION
124,13,ดอยแม่จอก อุทยานแห่งชาติขุนสถาน จังหวัดน่าน,LOCATION
124,76,ดอยแม่จอก,LOCATION
127,49,ไทย,LOCATION
127,95,ประเทศไทย,LOCATION
127,143,เกาะไหหลำ,LOCATION
127,154,ซานญ่า,LOCATION
127,160,ไทย,LOCATION
127,164,ฮ่องกง,LOCATION
127,166,ไต้หวัน,LOCATION
127,168,เวียดนามเหนือ,LOCATION
127,226,ประเทศไทย,LOCATION
127,326,ไทย,LOCATION
127,341,ประเทศไทย,LOCATION
128,5,จันทบุรี,LOCATION
128,21,กรุงเทพ,LOCATION
128,51,อ.ท่าใหม่ ที่ จ.จันทบุรี,LOCATION
128,129,กรุงเทพ,LOCATION
128,139,อำเภอบ้านบึง แล้วเข้าแกลง ระยอง,LOCATION
128,152,จันทบุรี,LOCATION
128,186,Malaysia,LOCATION
128,191,มาเล,LOCATION
128,207,Malaysia,LOCATION
128,212,มาเล,LOCATION
128,228,Malaysia,LOCATION
128,233,มาเล,LOCATION
128,249,Singapore,LOCATION
128,274,Japan,LOCATION
128,280,Hakone,LOCATION
128,293,Hakone,LOCATION
128,295,Kamakura,LOCATION
128,303,Hakone,LOCATION
128,315,เมือง Hakone,LOCATION
128,340,กรุงโตเกียว Japan,LOCATION
128,359,ญี่ปุ่น,LOCATION
128,361,Korea,LOCATION
128,373,Haneul Park ณ กรุงโซล,LOCATION
128,382,Myanmar,LOCATION
128,404,ย่างกุ้ง,LOCATION
128,406,India,LOCATION
128,410,พุทธคยา,LOCATION
128,423,อินเดีย,LOCATION
128,441,เกาะช้าง,LOCATION
128,457,จันทบุรี,LOCATION
128,462,จันทบุรี,LOCATION
128,507,พัทยา,LOCATION
128,529,พัทยา,LOCATION
128,531,เขาใหญ่,LOCATION
128,560,อ.ท่าใหม่,LOCATION
128,571,อ.แหลมสิงห์,LOCATION
128,586,หาดแหลมสิงห์,LOCATION
128,594,หาดเจ้าหลาว,LOCATION
128,618,หาดแหลมสิงห์,LOCATION
128,930,ลานหินสีชมพู,LOCATION
128,953,เขตห้ามล่าสัตว์คุ้งกระเบน,LOCATION
128,1072,ลานหินสีชมพู,LOCATION
128,1326,จันทบุรี,LOCATION
129,34,ประเทศไทย,LOCATION
131,47,กรุงเทพ,LOCATION
131,81,เชียงใหม่,LOCATION
134,83,ภูบักได,LOCATION
134,93,ภูเรือ,LOCATION
134,96,ภูลมโล,LOCATION
134,154,ภูเรือ,LOCATION
134,158,ภูเรือ,LOCATION
134,161,ภูบักได,LOCATION
134,170,บักได,LOCATION
134,174,ภูลมโล,LOCATION
134,200,ไทย,LOCATION
134,238,กทม.,LOCATION
134,248,ภูเรือ,LOCATION
134,258,ภูเรือ,LOCATION
134,319,บักได,LOCATION
134,361,ภูเรือ,LOCATION
134,428,ข่อนแก่น,LOCATION
134,440,ภูเรือ,LOCATION
134,470,ภูบักได,LOCATION
134,483,ภูเรือ,LOCATION
134,1173,จังหวัดเลย,LOCATION
134,1196,งหวัดเลย,LOCATION
134,1228,จังหวัดเลย,LOCATION
134,1695,ภูเรือ,LOCATION
134,1883,ภูบักได,LOCATION
134,2010,ภูลมโล,LOCATION
134,2036,ภูเรือ,LOCATION
134,2039,ภูลมโล,LOCATION
134,2131,ภูบักได,LOCATION
134,2265,วัดป่าภูทับเบิก,LOCATION
134,2290,ทับเบิก,LOCATION
134,2371,ม่อนจอง,LOCATION
134,2485,ภูบักได,LOCATION
134,2496,ภูลมโล,LOCATION
134,2526,ภูเรือ,LOCATION
134,2589,ตรัง,LOCATION
134,2591,กระบี่,LOCATION
134,2619,เขาค้อ ทับเบิก,LOCATION
134,2644,อุทยานแห่งชาติทองผาภูมิ สังขละบุรี,LOCATION
134,2674,เชียงใหม่,LOCATION
134,2676,เชียงราย,LOCATION
134,2709,หลีเป๊ะ,LOCATION
134,2733,ระยอง,LOCATION
134,2739,ทุ่งโปรงทอง เขาแหลมหญ้า,LOCATION
134,2756,เชี่ยวหลาน,LOCATION
134,2759,ภูเก็ต,LOCATION
134,2762,เมืองไทย,LOCATION
134,2785,กาญนะจ๊ะ,LOCATION
134,2794,วัดถ้ำเสือ,LOCATION
134,2816,เข้าค้อ-ทับเบิก,LOCATION
134,2842,น่าน,LOCATION
134,2844,พะเยา,LOCATION
134,2847,ถนนลอยฟ้า,LOCATION
134,2854,เนินมะปราง,LOCATION
134,2876,เขาแดง,LOCATION
134,2879,บึงบัวสามร้อยยอด,LOCATION
134,2886,ปรานบุรี,LOCATION
134,2892,อุทยานราชภักดิ์,LOCATION
134,2905,ศรีสะเกษ,LOCATION
134,2907,อุบล,LOCATION
134,2909,ลาวใต้,LOCATION
134,2934,อินทนนท์,LOCATION
134,2936,ทุ่งบัวตอง,LOCATION
134,2940,ปางอุ่ง,LOCATION
134,2943,บ้านจาโบ่,LOCATION
134,2947,ปาย,LOCATION
134,2949,เชียงดาว,LOCATION
134,2971,เชียงราย,LOCATION
134,3006,สมุย,LOCATION
134,3051,แสมสาร,LOCATION
134,3065,จันทบุรี,LOCATION
134,3071,พัทยา,LOCATION
134,3081,เขาใหญ่,LOCATION
134,3114,อัมพวา,LOCATION
134,3130,อัมพวา,LOCATION
134,3146,พัทยา,LOCATION
134,3157,The Zign pattaya,LOCATION
134,3165,Ramayana,LOCATION
134,3170,ไทธานี มิโมซ่า,LOCATION
134,3185,เกาะล้าน,LOCATION
134,3217,เขาหลวงสุโขทัย,LOCATION
134,3235,เขาค้อ-ทับเบิก,LOCATION
134,3246,แพห้วยกระทิง,LOCATION
134,3253,เชียงคาน,LOCATION
134,3308,ห้วยแม่ขมิ้น,LOCATION
134,3323,กระบี่,LOCATION
134,3350,เกาะช้าง,LOCATION
134,3394,ทยานตาดหมอก,LOCATION
134,3408,ลพบุรี,LOCATION
134,3423,ภูกระดึง,LOCATION
134,3458,เชียงใหม่,LOCATION
134,3460,ม่อนจอง,LOCATION
135,25,สกลนคร,LOCATION
135,48,สกลนคร,LOCATION
135,179,สกลนคร,LOCATION
135,383,สกลนคร,LOCATION
135,421,กลุ่มวิสาหกิจชุมชนบ้านดอนกลอย,LOCATION
135,761,ศูนย์ศึกษาการพัฒนาภูพาน,LOCATION
135,782,หมู่บ้านนานกเค้า,LOCATION
135,913,ภูพาน,LOCATION
135,955,ประเทศจีน,LOCATION
135,1155,ฝายพ่อ,LOCATION
135,1237,พระธาตุเชิงชุม,LOCATION
135,1504,ถนนคนเดินผ้าคราม,LOCATION
135,2595,อุฬารฟาร์ม,LOCATION
135,2642,ภูพาน,LOCATION
135,2760,สกลนคร,LOCATION
135,2843,สกลนคร,LOCATION
135,2904,ร้านครามสกล,LOCATION
135,3035,ฟามฮัก,LOCATION
135,3068,ฟามฮัก,LOCATION
135,3236,หมู่บ้านท่าแร่,LOCATION
135,3261,เวียดนาม,LOCATION
135,3286,โบสถ์อาสนวิหารอัครเทวดามีคาแอล,LOCATION
135,3340,บ้านโบราณ,LOCATION
135,3416,คฤหาสถ์อุดมเดชวัฒน์,LOCATION
135,3478,องเลื่อน,LOCATION
135,3483,เตรื่อง โสรินทร์,LOCATION
135,3550,ประเทศฝรั่งเศส,LOCATION
135,3556,กรุงเทพฯ,LOCATION
135,3563,โคราช,LOCATION
135,3705,สกลนคร,LOCATION
135,3727,อุทยานบัวหนองหานเฉลิมพระเกียรติ,LOCATION
135,3737,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตเฉลิมพระเกียรติ,LOCATION
135,3841,วัดถ้ำผาแด่น,LOCATION
135,3861,สกลนนคร,LOCATION
135,3916,ศาลายาใจคนบุญ,LOCATION
135,4099,เจดีย์สีทอง,LOCATION
135,4145,สกลนคร,LOCATION
135,4196,จังหวัดสกลนคร,LOCATION
135,4221,เกาะทะลุ,LOCATION
135,4271,สกลนคร,LOCATION
135,4291,สิงคโปร์,LOCATION
136,856,สนามบินเชียงใหม่,LOCATION
136,892,พารากอน,LOCATION
137,35,อำเภอโพนพิสัย จังหวัดหนองคาย,LOCATION
137,186,หมอชิต,LOCATION
137,260,หนองคาย,LOCATION
137,350,ริมโขง,LOCATION
137,362,วัดไทย,LOCATION
137,454,วัดไทย,LOCATION
137,501,ถ้ำพญานาค,LOCATION
137,515,ตลาดไทย-ลาว,LOCATION
137,527,วัดไทย,LOCATION
137,546,ตลาดไทย-ลาว,LOCATION
137,569,วัดมณีโคตร,LOCATION
137,579,ศูนย์วัฒนธรรมเฉลิมราช,LOCATION
137,589,อำเภอโพนพิสัย,LOCATION
137,608,อำเภอโพนพิสัย,LOCATION
137,616,ศาลหลักเมือง,LOCATION
137,628,วัดหลวง,LOCATION
137,731,บขส.โพนพิสัย,LOCATION
137,735,โรงพยาบาลพิสัยเวช,LOCATION
137,790,โพนพิสัย,LOCATION
137,804,บึงกาฬ,LOCATION
137,886,วัดไทย,LOCATION
137,945,บขส.,LOCATION
137,969,หนองคาย,LOCATION
137,984,หนองคาย,LOCATION
137,1046,ศาลาแก้วกู่,LOCATION
137,1101,พระธาตุหล้าหนอง,LOCATION
137,1143,วัดโพธิ์ชัย,LOCATION
137,1163,ตลาดท่าเสด็จ,LOCATION
137,1256,ริมแม่น้ำโขง,LOCATION
137,1271,เมืองหนองคาย,LOCATION
137,1279,โพนพิสัย,LOCATION
137,1292,บขส.หนองคาย,LOCATION
137,1324,โพนพิสัย,LOCATION
137,1653,อัศวรรณ,LOCATION
137,1718,กรุงเทพ,LOCATION
137,1824,โพนพิสัย,LOCATION
137,1827,หนองคาย,LOCATION
139,11,เมืองเมอร์ไลอ้อน,LOCATION
139,39,สิงคโปร์,LOCATION
139,57,เมอร์ไลอ้อน,LOCATION
139,164,สนามบินดอนเมือง,LOCATION
139,167,สนามบินchangi,LOCATION
139,332,สนามบินchangi,LOCATION
139,453,ไทย,LOCATION
139,499,สิงคโปร์,LOCATION
139,801,สิงคโปร์,LOCATION
140,14,จังหวัดสกลนคร,LOCATION
140,69,จังหวัดสกลนคร,LOCATION
141,67,หาดบางแสน,LOCATION
141,71,พัทยา,LOCATION
141,73,หัวหิน,LOCATION
141,160,หาดริ้น,LOCATION
143,4,มาเลเซีย,LOCATION
143,7,สิงค์โปร์,LOCATION
143,24,เมืองไทย,LOCATION
144,8,หมู่เกาะสุรินทร์,LOCATION
144,138,อ่าวบอน,LOCATION
144,142,อ่าวช่องขาด,LOCATION
144,167,เกาะสต็อค,LOCATION
144,203,เกาะสต๊อด,LOCATION
144,210,อ่าวจาก,LOCATION
144,276,อ่าวสุเทพ,LOCATION
144,291,หมู่เกาะสุรินทร์,LOCATION
144,311,เกาะมังกร,LOCATION
144,321,พม่า,LOCATION
144,327,หมู่เกาะสุริทร์,LOCATION
144,487,อ่าวไทรเอน,LOCATION
145,6,กรุงเทพ,LOCATION
145,8,ปารีส,LOCATION
145,62,กรุงเทพ,LOCATION
145,65,แฟรงก์เฟิร์ต,LOCATION
145,257,มิวนิค,LOCATION
145,261,ไทย,LOCATION
145,300,มิวนิค,LOCATION
146,139,ป่าละอู,LOCATION
146,167,กรุงเทพ,LOCATION
146,171,ประจวบคีรีขันธ์,LOCATION
146,211,เชียงใหม่,LOCATION
146,225,น้ำตกหมันแดง,LOCATION
146,270,บ้านไร่ปรีดา,LOCATION
146,273,ป่าละอู,LOCATION
146,453,บ้านไร่ปรีดา,LOCATION
146,633,ป่าละอู,LOCATION
147,0,เกาะยาวน้อย,LOCATION
147,51,เกาะยาวน้อย,LOCATION
147,86,กรุงเทพฯ,LOCATION
147,90,ภูเก็ต,LOCATION
147,94,เกาะยาวน้อย,LOCATION
147,134,เกาะยาวน้อย,LOCATION
147,141,ภูเก็ต,LOCATION
147,158,เกาะไม้ท่อน,LOCATION
147,177,กรุงเทพ,LOCATION
147,185,กรุงเทพฯ,LOCATION
147,189,ภูเก็ต,LOCATION
147,193,เกาะยาวน้อย,LOCATION
147,208,ภูเก็ต,LOCATION
147,215,กรุงเทพ,LOCATION
147,223,ภูเก็ต,LOCATION
147,235,ท่าเรือบางโรง,LOCATION
147,254,ท่าเรือบางโรง,LOCATION
147,285,เกาะยาวน้อย,LOCATION
147,319,ท่าเรือบางโรง,LOCATION
147,328,ท่ามาเนาะ,LOCATION
147,333,เกาะยาวน้อย,LOCATION
147,1016,กระบี่,LOCATION
147,1022,ทับแขก,LOCATION
147,1238,เกาะยาวน้อย,LOCATION
147,1355,กระบี่,LOCATION
147,1414,เกาะยาวน้อย,LOCATION
147,1420,ภูเก็ต,LOCATION
147,1454,กระบี่,LOCATION
147,1479,เกาะไม้ท่อน,LOCATION
147,1504,เกาะยาวน้อย,LOCATION
147,1557,เกาะยาวน้อย,LOCATION
148,13,กรุงเทพ,LOCATION
148,22,กรุงเทพ,LOCATION
149,13,ลันเจีย ลอดจ์ อ.เชียงของ จ.เชียงราย,LOCATION
149,157,ลันเจีย ลอดจ์,LOCATION
149,187,หมู่บ้านกิ่วกาญจน์ อำเภอเชียงของ จังหวัดเชียงราย,LOCATION
149,434,หมู่บ้านกิ่วกาญจน์,LOCATION
149,502,สนามบินดอนเมือง,LOCATION
149,521,จ.เชียงราย,LOCATION
149,533,สนามบินแม่ฟ้าหลวง จ.เชียงราย,LOCATION
149,555,อ.เชียงของ,LOCATION
149,564,เมืองเชียงราย,LOCATION
149,569,อ.เชียงของ,LOCATION
149,594,หมู่บ้านกิ่วกาญจน์,LOCATION
149,610,เมืองเชียงราย,LOCATION
149,620,ลันเจีย ลอดจ์ (Lanjai Lodge),LOCATION
149,640,ลันเจีย ลอดจ์,LOCATION
149,673,ลันเจีย ลอดจ์,LOCATION
149,772,ลันเจีย ลอดจ์,LOCATION
149,804,ชุมชนหมู่บ้านกิ่วกาญจน์,LOCATION
149,822,อ.เชียงของ จ.เชียงราย,LOCATION
149,959,ประเทศลาว,LOCATION
149,963,แม่น้ำโขง,LOCATION
149,1577,ลันเจีย ลอดจ์,LOCATION
149,2310,โครงการปลูกป่าเฉลิมพระเกียรติ,LOCATION
149,2358,โครงการปลูกป่าเฉลิมพระเกียรติตามแนวพระราชดำริฯ,LOCATION
149,2439,อำเภอเชียงของ,LOCATION
149,2550,โครงการปลูกป่าเฉลิมพระเกียรติตามแนวพระราชดำริ,LOCATION
149,2729,โครงการปลูกป่าเฉลิมพระเกียรติฯ,LOCATION
149,2753,Teacher Organic Farm,LOCATION
149,2773,เมืองไทย,LOCATION
149,2777,อำเภอเชียงแสน,LOCATION
149,3185,Teacher Organic Farm,LOCATION
149,3280,Teacher Organic Farm,LOCATION
149,3299,เชียงแสน,LOCATION
149,3301,เชียงของ,LOCATION
149,3341,ลันเจีย ลอดจ์,LOCATION
149,3513,ลันเจีย ลอดจ์,LOCATION
149,3524,หมู่บ้านกิ่วกาญจน์,LOCATION
149,3713,ลันเจีย ลอดจ์,LOCATION
149,3914,ลันเจีย ลอดจ์,LOCATION
149,4192,หมู่บ้านม้งและลาหู่,LOCATION
149,4218,หมู่บ้านม้งและลาหู่,LOCATION
149,4273,ลันเจีย ลอดจ์ ,LOCATION
149,4471,บ้านของชาวม้ง,LOCATION
149,4478,บ้านของชาวลาหู่,LOCATION
149,4491,บ้านของชาวม้ง,LOCATION
149,4545,บ้านของชาวลาหู่,LOCATION
149,5149,ลาว,LOCATION
149,5153,แม่น้ำโขง,LOCATION
149,5618,สามเหลี่ยมทองคำ,LOCATION
149,5634,ริมโขง,LOCATION
149,5640,สามเหลี่ยมทองคำ,LOCATION
149,5653,ไทย(จังหวัดเชียงราย),LOCATION
149,5659,ลาว(แขวงบ่อแก้ว),LOCATION
149,5668,พม่า(ท่าขี้เหล็ก รัฐฉาน),LOCATION
149,5691,ไทย,LOCATION
149,5693,ลาว,LOCATION
149,5712,แม่น้ำโขง,LOCATION
149,5721,พระพุทธนวล้านตื้อ,LOCATION
149,5759,สามเหลี่ยมทองคำ,LOCATION
149,5798,แม่น้ำโขง,LOCATION
149,5843,ไทย,LOCATION
149,5845,ลาว,LOCATION
149,5849,พม่า,LOCATION
149,5891,พระพุทธนวล้านตื้อ,LOCATION
149,5917,แม่น้ำโขง,LOCATION
149,5989,บ้านดอยดินแดง,LOCATION
149,5996,เมืองเชียงราย,LOCATION
149,6011,บ้านดอยดินแดง,LOCATION
149,6079,เกาะคิวชู ประเทศญี่ปุ่น,LOCATION
149,6097,เชียงราย,LOCATION
149,6101,บ้านดอยดินแดง,LOCATION
149,6114,บ้านดอยดินแดง,LOCATION
149,6180,บ้านดอยดินแดง,LOCATION
149,6255,บ้านดอยดินแดง,LOCATION
149,6574,บ้านดอยดินแดง,LOCATION
149,6603,สวรรค์บนดิน ฟาร์มสเตย์,LOCATION
149,6615,เมืองเชียงราย,LOCATION
149,6631,สวรรค์บนดิน ฟาร์มสเตย์,LOCATION
149,6644,สวรรค์บนดิน,LOCATION
149,6843,สวรรค์บนดิน ฟาร์มสเตย์,LOCATION
149,6865,สวรรค์บนดิน ฟาร์มสเตย์,LOCATION
149,7531,สวรรค์บนดิน ฟาร์มสเตย์,LOCATION
149,7541,สนามบินเชียงราย,LOCATION
149,7548,กทม.,LOCATION
149,7570,เชียงราย,LOCATION
149,7581,กทม.,LOCATION
151,11,เจียงใหม่,LOCATION
151,41,หมู่บ้านรักไทย จ.แม่ฮ่องสอน,LOCATION
151,88,เขื่อนแม่งัด,LOCATION
151,182,หัวลำโพง,LOCATION
151,444,แม่กำปอง,LOCATION
151,455,เขื่อนแม่งัด,LOCATION
151,459,อ.แม่แตง,LOCATION
151,485,แม่ฮ่องสอน,LOCATION
151,546,ปางอุ๋ง,LOCATION
151,548,ปางอุ๋ง,LOCATION
151,577,หมู่บ้านรักไทย,LOCATION
151,613,หมู่บ้านรักไทย,LOCATION
151,727,ญี่ปุ่น,LOCATION
151,734,หุบเขา Kurobe,LOCATION
151,762,Arashiyama (Kyoto),LOCATION
152,26,ศูนย์การประชุมแห่งชาติสิริกิติ์,LOCATION
153,250,ตลาดสายหยุด,LOCATION
153,315,ตลาดสายหยุด,LOCATION
153,365,ปางอุ๋ง,LOCATION
153,624,ปางอุ๋ง,LOCATION
153,679,ปางอุ๋ง,LOCATION
154,9,หนองคาย,LOCATION
154,26,หนองคาย,LOCATION
154,45,หนองคาย,LOCATION
154,62,ลำโขง,LOCATION
154,90,แม่น้ำโขง,LOCATION
154,138,แม่น้ำโขง,LOCATION
154,164,อ.สังคม,LOCATION
154,182,ภูห้วยอิสัน,LOCATION
154,187,ภูผาดัก,LOCATION
154,190,ภูหนอง,LOCATION
154,220,skywalk วัดผาตากเสื้อ,LOCATION
