Sentence,Index,Word,Label
64,4193,Wilsom Prom,LOCATION
64,4219,หลีเป๊ะ,LOCATION
64,4234,เกาะหินงาม,LOCATION
64,4250,พัทยา,LOCATION
64,4252,เกาะล้าน สัตหีบ,LOCATION
64,4281,ตรัง,LOCATION
64,4285,ตรัง,LOCATION
64,4293,เมืองตรัง,LOCATION
64,4301,ถ้ำมรกต,LOCATION
64,4316,เขาใหญ่,LOCATION
64,4319,กรุงเทพ,LOCATION
64,4325,เขาใหญ่,LOCATION
64,4352,เกาะช้าง,LOCATION
64,4385,เกาะนางยวน,LOCATION
64,4389,เกาะเต่า,LOCATION
64,4412,ดอยอ่างขาง,LOCATION
64,4439,สนามหลวง,LOCATION
64,4447,วัดพระแก้ว ท่ามหาราช,LOCATION
65,6,แพร่,LOCATION
65,8,น่าน,LOCATION
65,17,น่าน,LOCATION
65,35,แพร่,LOCATION
65,37,น่าน,LOCATION
65,47,แพร่,LOCATION
65,49,น่าน,LOCATION
65,69,จังหวัดแพร่,LOCATION
65,72,น่าน,LOCATION
65,118,ถนนบ้านใหม่ ต.ในเวียง อ.เมือง จ.แพร่,LOCATION
65,270,จังหวัดแพร่,LOCATION
65,274,จังหวัดน่าน,LOCATION
66,5,เมืองไทย,LOCATION
66,46,thailand,LOCATION
66,62,วัดพระแก้ว,LOCATION
66,66,พระที่นั่งอนันต์,LOCATION
66,70,วิมานเมฆ,LOCATION
66,169,วัดพระแก้ว,LOCATION
66,303,เมืองไทย,LOCATION
66,385,พัทยา,LOCATION
66,396,กรมหลวงชุมพร,LOCATION
67,5,กรุงเทพฯ,LOCATION
67,11,จ.ฉะเชิงเทรา,LOCATION
67,21,เมืองแปดริ้ว,LOCATION
67,32,Mini Murrah Farm,LOCATION
67,49,ตลาดร้อยปี,LOCATION
67,88,กทม.,LOCATION
67,103,Mini murrah farm,LOCATION
67,116,มินิ มูร่าห์ ฟาร์ม,LOCATION
67,478,บางปะกง,LOCATION
67,540,บางปะกง,LOCATION
67,606,ตลาดบ้านใหม่ 100 ปี,LOCATION
67,822,วัดโสธรวรารามวรวิหาร,LOCATION
67,826,วัดหลวงพ่อโสธร,LOCATION
67,834,จังหวัดฉะเชิงเทรา,LOCATION
68,35,จังหวัดสุโขทัย,LOCATION
68,43,จ.นครปฐม,LOCATION
68,48,สุโขทัย,LOCATION
68,170,สุโขทัย,LOCATION
68,238,นครปฐม,LOCATION
68,280,ตลาดเช้าวัดกลางบางแก้ว,LOCATION
68,336,นครชัยศรี,LOCATION
68,403,นครสวรรค์,LOCATION
68,412,สุพรรณบุรี,LOCATION
68,435,ประเทศไทย,LOCATION
68,473,ตลาดบางปลาม้า,LOCATION
68,487,วัดป่าเลไลก์,LOCATION
68,492,บึงฉวาก,LOCATION
68,504,มังกรสวรรค์,LOCATION
68,522,นครสวรรค์,LOCATION
68,531,วัดคีรีวงศ์,LOCATION
68,742,ภูเก็ต,LOCATION
68,749,นครสวรรค์,LOCATION
68,753,พิษณุโลก,LOCATION
68,762,วัดพระศรีรัตนมหาธาตุวรมหาวิหาร,LOCATION
68,770,วัดพระพุทธชินราช,LOCATION
68,816,วัดนางพญา,LOCATION
68,883,นครสวรรค์,LOCATION
68,930,วัดพระพุทธชินราช,LOCATION
68,1057,แม่น้ำน่าน,LOCATION
68,1348,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
68,1513,ตลาดวัดพระพังทองหลาง,LOCATION
68,1555,พิษณุโลก,LOCATION
68,1561,สุโขทัย,LOCATION
68,1569,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
68,1575,สุโขทัย,LOCATION
68,1584,อุทยานประวัติศาสตร์ศรีสัชนาลัย,LOCATION
68,1616,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
68,2123,เมืองเก่าสุโขทัย,LOCATION
68,2227,วัดศรีชุม,LOCATION
68,2234,สุโขทัย,LOCATION
68,2248,วัดศรีชุม,LOCATION
68,2256,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
68,2378,วัดศรีชุม,LOCATION
68,2386,วัดช้างล้อม,LOCATION
68,2396,สุโขทัย,LOCATION
68,2406,วัดช้างล้อม,LOCATION
68,2560,วัดช้างล้อม,LOCATION
68,2568,พิพิธภัณฑ์เครื่องสังคโลก,LOCATION
68,2612,แก่งกระจาน,LOCATION
68,2615,เกริงกราเวีย/แก่งส้มแมว,LOCATION
68,2662,อุทยานแห่งชาติรามคำแหง,LOCATION
68,2672,นครปฐม,LOCATION
68,2738,ฮ่องกงสัก,LOCATION
68,2843,อุทยานแห่งชาติรามคำแหง,LOCATION
68,2861,อุทยานแห่งชาติรามคำแหง,LOCATION
68,3016,จังหวัดกำแพงเพชร,LOCATION
68,3091,แยกทุ่งเศรษฐี,LOCATION
68,3292,ถนนพหลโยธิน,LOCATION
68,3421,สุโขทัย,LOCATION
69,39,กรุงเทพ,LOCATION
69,97,พัทยา,LOCATION
71,21,อยุธยา,LOCATION
71,43,พระราชวังบางปะอิน,LOCATION
71,55,พระราชวังบางปะอิน,LOCATION
71,73,พระที่นั่งปราสาทโถงกลางน้ำ,LOCATION
71,80,พระที่นั่งไอศวรรย์ทิพยอาสน์,LOCATION
71,90,พระที่นั่งวโรภาษพิมาน,LOCATION
71,119,หอวิฑูรทัศนา,LOCATION
71,139,จังหวัดอยุธยา,LOCATION
71,145,ตลาดน้ำ อโยธยา,LOCATION
71,154,วัดพนัญเชิงวรวิหาร,LOCATION
71,252,วัดราชบูรณะ,LOCATION
71,275,วัดมหาธาตุ,LOCATION
72,55,พัทยา,LOCATION
72,61,เชียงใหม่,LOCATION
72,75,เชียงใหม่,LOCATION
72,90,เชียงใหม่,LOCATION
72,117,หาดใหญ่เชียงใหม่,LOCATION
72,135,สนามบินนานาชาติหาดใหญ่,LOCATION
72,233,เกาะยอ สงขลา,LOCATION
72,248,สนามบินนานาชาติเชียงใหม่,LOCATION
72,287,เชียงใหม่,LOCATION
72,360,มินมาน,LOCATION
72,379,มินมานซอย 13,LOCATION
72,423,มินมาน,LOCATION
72,439,ดอยสุเทพ,LOCATION
72,481,เชียงราย,LOCATION
72,510,เกาหลี,LOCATION
72,519,วัดร่องขุ่น,LOCATION
72,523,สามเหลี่ยมทองคำ,LOCATION
72,526,เชียงของ,LOCATION
72,528,ชายแดนไทย ลาว,LOCATION
72,533,พม่า,LOCATION
72,539,ลาว,LOCATION
72,551,ลาว,LOCATION
72,568,แม่สาย,LOCATION
72,570,ชายแดนไทยพม่า,LOCATION
72,604,เชียงใหม่,LOCATION
72,652,มินมาน,LOCATION
72,694,เชียงใหม่,LOCATION
72,696,หาดใหญ่,LOCATION
72,729,หาดใหญ่,LOCATION
72,760,เชียงใหม่,LOCATION
73,26,หาดเจ้าสำราญ ชะอำ,LOCATION
74,30,เชียงใหม่,LOCATION
74,46,เชียงใหม่,LOCATION
74,63,สมุย,LOCATION
74,65,เกาะเต่า,LOCATION
74,68,เกาะนางยวน,LOCATION
74,102,กรุงเทพ,LOCATION
74,128,เชียงใหม่,LOCATION
77,1,ลำพูน อำเภอลี้,LOCATION
77,28,เชียงใหม่,LOCATION
77,30,เชียงราย,LOCATION
77,67,ลำพูน,LOCATION
77,95,จังหวัดลำพูน,LOCATION
77,110,จังหวัดลำพูน,LOCATION
77,122,อำเภอลี้,LOCATION
77,193,อำเภอลี้,LOCATION
77,217,อำเถอลี้,LOCATION
77,234,ตัวเมืองเชียงใหม่,LOCATION
77,252,เชียงใหม่,LOCATION
77,260,อำเภอเมืองลำพูน,LOCATION
77,270,อำเภอป่าซาง บ้านโฮ่ง,LOCATION
77,279,อำเถอป่าซาง,LOCATION
77,290,อำเภอบ้านโฮ่ง,LOCATION
77,303,อำเถอบ้านโฮ่ง,LOCATION
77,316,อำเภอลี้,LOCATION
77,327,อำเภอลี้,LOCATION
77,650,หมู่บ้านผาต้ายเหนือ อ.ลี้,LOCATION
77,665,อุทธยานแห่งชาติแม่ปิง,LOCATION
77,904,อุทธยานแห่งชาติแม่ปิง,LOCATION
77,911,อุทยานแห่งชาติแม่ปิง,LOCATION
77,917,อำเภอดอยเต่า จังหวัดเชียงใหม่,LOCATION
77,924,อำเภอลี้ จังหวัดลำพูน,LOCATION
77,930,อำเภอสามเงา จังหวัดตาก,LOCATION
77,943,อำเภอลี้ จังหวัดลำพูน,LOCATION
77,961,ชมวิวทิวทัศน์ทะเลสาปแก่งก้อ,LOCATION
77,995,แก่งก้อ,LOCATION
77,997,แก่งก้อ,LOCATION
77,1009,แก่งก้อ,LOCATION
77,1019,เขื่อนภูมิพล จังหวัดตาก,LOCATION
77,1026,อ่างเก็บน้ำดอยเต่า จังหวัดเชียงใหม่,LOCATION
77,1034,แก่งก้อ,LOCATION
77,1173,อำเภอลี้,LOCATION
77,1217,อำเภอลี้,LOCATION
77,1248,วัดพระพุทธบาทห้วยต้ม อำเภอลี้,LOCATION
77,1267,อำเภอลี้,LOCATION
77,1318,วัดมหาธาตุเจดีย์ศรีเวียงชัยคล้ายชเวดากอง จำลอง,LOCATION
77,1359,เชียงใหม่,LOCATION
77,1364,อนุสาวรีย์ 3 ครูบา,LOCATION
77,1381,อ.ลี้ จ.ลำพูน,LOCATION
77,1403,เชียงใหม่,LOCATION
77,1430,เชียงใหม่,LOCATION
77,1432,วัดพระพุทธบาทผาหนาม,LOCATION
77,1438,จุดชมวิวเมืองลี้,LOCATION
77,1470,เมืองลี้,LOCATION
77,1515,เมืองลี้,LOCATION
77,1524,เชียงใหม่,LOCATION
77,1530,กรุงเทพ,LOCATION
77,1543,อำเภอ เถิน,LOCATION
77,1558,กรุงเทพ,LOCATION
77,1567,กรุงเทพ,LOCATION
77,1573,อำเภอเถิน,LOCATION
77,1583,อำเภอลี้,LOCATION
77,1625,ลำพูน,LOCATION
77,1628,ลี้,LOCATION
80,3,ไทย,LOCATION
80,27,ไบเทค บางนา,LOCATION
80,188,ไทย,LOCATION
81,40,เชียงคาน,LOCATION
81,52,อุดร,LOCATION
81,67,อุดร,LOCATION
82,5,ไบเทค,LOCATION
83,53,สนามบินเชียงราย,LOCATION
83,57,วัดร่องขุ่น,LOCATION
83,67,ไร่สิงห์,LOCATION
83,72,ไร่บุญรอด,LOCATION
83,84,แม่สลอง,LOCATION
83,106,ไร่ชา 101,LOCATION
84,45,บ้านรักไทย,LOCATION
84,71,กรุงเทพ,LOCATION
84,73,เชียงใหม่,LOCATION
84,78,เชียงใหม่,LOCATION
84,83,เชียงใหม่,LOCATION
84,87,โครงการหลวงบ้านวัดจันทร์,LOCATION
84,102,โครงการหลวงวัดจันทร์,LOCATION
84,106,แม่ฮ่องสอน,LOCATION
84,112,สะพานซูตองเป้,LOCATION
84,129,พระตำหนักปางตอง,LOCATION
84,134,ปาย,LOCATION
84,140,แม่กำปอง,LOCATION
84,146,โครงการหลวงตีนตก,LOCATION
84,154,กรุงเทพ,LOCATION
84,205,กรุงเทพ,LOCATION
84,228,อยุธยา,LOCATION
84,230,สิงหบุรี,LOCATION
84,233,ชัยนาท,LOCATION
84,235,นครสวรรค์,LOCATION
84,237,กำแพงเพชร,LOCATION
84,239,ตาก,LOCATION
84,243,เชียงใหม่,LOCATION
84,259,เชียงใหม่,LOCATION
84,266,ม่ฮ่องสอน,LOCATION
84,276,เชียงใหม่,LOCATION
84,291,จังหวัดเชียงใหม่,LOCATION
84,294,วัดพระธาตุดอยคำ,LOCATION
84,309,จังหวัดเชียงใหม่,LOCATION
84,326,อุทยานหลวงราชพฤกษ์,LOCATION
84,349,วัดสุวรรณบรรพต,LOCATION
84,358,วัดดอยคำ,LOCATION
84,377,วัดพระธาตุดอยคำ,LOCATION
84,386,เวียงกุมกาม,LOCATION
84,393,เวียง,LOCATION
84,426,เชียงใหม่,LOCATION
84,441,เวียงกุมกาม,LOCATION
84,595,โครงการหลวงบ้านวัดจันทร์,LOCATION
84,602,บ้านวัดจันทร์,LOCATION
84,611,ปาย,LOCATION
84,628,ตลาดแม่มาลัย,LOCATION
84,643,ตลาดแม่มาลัย,LOCATION
84,649,ปาย,LOCATION
84,655,อำเภอปาย,LOCATION
84,766,โครงการหลวงบ้านวัดจันทร์,LOCATION
84,773,อำเภอกัลยาณิวัฒนา จ. เชียงใหม่,LOCATION
84,792,หมู่บ้านวัดจันทร์,LOCATION
84,813,บ้านวัดจันทร์,LOCATION
84,822,ศูนย์พัฒนาโครงการหลวงวัดจันทร์,LOCATION
84,854,บ้านวัดจันทร์,LOCATION
84,1020,บ้านวัดจันทร์,LOCATION
84,1032,วิหารแว่นตาดำ วัดจันทร์,LOCATION
84,1056,วิหารแว่นตาดำ,LOCATION
84,1060,วิหารเรย์แบรนด์,LOCATION
84,1149,ปางอุ๋ง,LOCATION
84,1150,เชียงใหม่,LOCATION
84,1230,เมืองไทย,LOCATION
84,1455,ปางอุ๋ง,LOCATION
84,1456,เชียงใหม่,LOCATION
84,1498,ศูนย์พัฒนาโครงการหลวง,LOCATION
84,1564,บ้านวัดจันทร์,LOCATION
84,1577,แม่ฮ่องสอน,LOCATION
84,1609,บ้านวัดจันทร์,LOCATION
84,1614,แม่ฮ่องสอน,LOCATION
84,1635,ปาย,LOCATION
84,1643,หมู่บ้านจีนยูนานสันติชน,LOCATION
84,1729,วัดน้ำฮู,LOCATION
84,1740,เมืองปาย,LOCATION
84,1797,ปาย,LOCATION
84,1799,แม่ฮ่องสอน,LOCATION
84,1853,แม่ฮ่องสอน,LOCATION
84,1871,แม่ฮ่องสอน,LOCATION
84,1875,วัดพระธาตุดอยกองมู,LOCATION
84,1884,จังหวัดแม่ฮ่องสอน,LOCATION
84,1900,ประเทศพม่า,LOCATION
84,1907,ดอยกองมู,LOCATION
84,1917,แม่ฮ่องสอน,LOCATION
84,1977,จังหวัดแม่ฮ่องสอน,LOCATION
84,2006,จังหวัดแม่ฮ่องสอน,LOCATION
84,2108,แม่ฮ่องสอน,LOCATION
84,2131,วัดจองคำ,LOCATION
84,2148,วัดจองคำ,LOCATION
84,2152,วัดจองกลาง,LOCATION
84,2170,วัดจองคำ,LOCATION
84,2180,วัดจองกลาง,LOCATION
84,2191,วัดจองกลางเจดีย์วัดจองคำวัดจองกลาง,LOCATION
84,2223,วัดพระธาตุดอยกองมู,LOCATION
84,2257,สะพานซูตองเป้,LOCATION
85,28,กทม.,LOCATION
85,77,เมืองไทย,LOCATION
85,83,กรุงเทพฯ,LOCATION
85,110,ท่าเรือราชวงศ์,LOCATION
85,116,ท่าเรือโอเรียนเต็น,LOCATION
85,131,สถานีดับเพลิงบางรัก,LOCATION
85,158,ไปรษณีย์กลางบางรัก,LOCATION
85,200,วัดแม่พระลูกประคำ(กาลหว่าร์) Holy Rosary Church,LOCATION
85,282,เยาวราช,LOCATION
85,300,เยาวราช,LOCATION
85,309,วัดมังกรกมลาวาส,LOCATION
85,324,ศาลเจ้าแม่กวนอิม,LOCATION
85,333,วัดมังกรกมลาวาส,LOCATION
85,362,เยาวราช,LOCATION
85,376,วัดแม่พระลูกประคำ(กาลหว่าร์),LOCATION
85,403,เยาวราช,LOCATION
86,120,อุทยานแห่งชาติเขาใหญ่ อ.ปากช่อง จ.นครราชสีมา,LOCATION
86,147,เขาใหญ่,LOCATION
86,153,เขาใหญ่,LOCATION
86,252,เขาใหญ่,LOCATION
86,350,กท.,LOCATION
86,362,กท.,LOCATION
87,403,วัดโพนชัย,LOCATION
87,413,พิพิธภัณฑ์ผีตาโขน,LOCATION
87,541,วัดโพนชัย,LOCATION
87,981,วัดโพนชัย,LOCATION
87,1056,วัดโพนชัย,LOCATION
87,1740,วัดโพนชัย,LOCATION
89,8,จังหวัดสุโขทัย,LOCATION
89,26,สุโขทัย,LOCATION
89,253,เจดีย์วัดช้างล้อม,LOCATION
89,300,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,345,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,1605,เจดีย์วัดช้างล้อม,LOCATION
89,1662,เจดีย์วัดช้างล้อม,LOCATION
89,1674,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,1744,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,1802,อุทยานประวัติศาสตร์,LOCATION
89,1813,อุทยานประวัติศาสตร์,LOCATION
89,1945,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,2003,หอพระพุทธสิริมารวิชัย,LOCATION
89,2025,อยุธยา,LOCATION
89,2118,วัดศรีชุม,LOCATION
89,2140,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,2232,พม่า,LOCATION
89,2618,เกาะกลาง,LOCATION
89,2656,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,2667,วัดตระพังทอง,LOCATION
89,2747,เกาะกลาง,LOCATION
89,3125,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,3258,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
89,3502,สุโขทัย,LOCATION
89,3561,เจดีย์วัดช้างล้อม,LOCATION
89,3570,อุทยานประวัติศาสตร์สุโขทัย,LOCATION
90,9,ไทย,LOCATION
92,14,ไทย,LOCATION
92,36,เกาหลี,LOCATION
93,4,เมืองไทย,LOCATION
93,25,เมืองไทย,LOCATION
94,10,ไทย,LOCATION
94,54,หัวหิน,LOCATION
94,57,ปราณบุรี,LOCATION
95,6,ไทย,LOCATION
95,12,กรุงเทพฯ,LOCATION
96,7,เมืองไทย,LOCATION
96,17,กรุงเทพ,LOCATION
96,31,กรุงเทพ,LOCATION
96,56,ลาดกระบัง,LOCATION
97,23,กระบี่,LOCATION
97,25,ภูเก็ต,LOCATION
97,27,พังงา,LOCATION
97,29,ตรัง,LOCATION
98,23,ไทย,LOCATION
98,111,หัวหิน,LOCATION
98,116,หัวหิน,LOCATION
98,119,ชะอำ,LOCATION
98,150,ชายหาดชะอำ,LOCATION
98,154,หัวหิน,LOCATION
101,13,คีรีวง,LOCATION
101,158,พัทยา,LOCATION
102,20,วัดพระแก้ว,LOCATION
102,24,เอเชียทีค,LOCATION
106,23,เมืองไทย,LOCATION
106,28,เมืองไทย,LOCATION
107,62,จันทบุรี,LOCATION
107,67,ศาลหลักเมือง,LOCATION
107,278,ประเทศไทย,LOCATION
107,304,กรุงเทพมหานคร,LOCATION
107,323,กระบี่,LOCATION
107,342,กาญจนบุรี,LOCATION
107,416,จันทบุรี,LOCATION
107,436,ฉะเชิงเทรา,LOCATION
107,454,ชลบุรี,LOCATION
107,472,ชัยนาท,LOCATION
107,513,ศาลเจ้าพ่อพญาแล,LOCATION
107,525,อนุสาวรีย์,LOCATION
107,590,ชุมพร,LOCATION
107,608,เชียงราย,LOCATION
107,625,ศาลหลักเมืองเชียงราย,LOCATION
107,631,วัดกลางเวียง,LOCATION
107,644,ศาลหลักเมืองเชียงราย,LOCATION
107,650,วัดพระธาตุดอยจอมทอง,LOCATION
107,665,ศาลหลักเมืองแม่สาย,LOCATION
107,672,อำเภอแม่สาย,LOCATION
107,693,เชียงใหม่,LOCATION
107,714,ตรัง,LOCATION
107,775,ตราด,LOCATION
107,833,นครนายก,LOCATION
107,851,นครปฐม,LOCATION
107,864,พระปฐมเจดีย์,LOCATION
107,875,ศาลหลักประจำเมืองของจังหวัดนครปฐม,LOCATION
107,891,นครพนม,LOCATION
107,929,นครศรีธรรมราช,LOCATION
107,948,นครสวรรค์,LOCATION
107,1026,น่าน,LOCATION
107,1055,บึงกาฬ,LOCATION
107,1075,ศาลเจ้าแม่สองนาง,LOCATION
107,1096,บุรีรัมย์,LOCATION
107,1112,ปทุมธานี,LOCATION
107,1128,ประจวบคีรีขันธ์,LOCATION
107,1146,ปราจีนบุรี,LOCATION
107,1169,อุทยานแห่งชาติทับลาน,LOCATION
107,1173,อุทยานแห่งชาติเขาใหญ่,LOCATION
107,1176,วนอุทยานเขาอีโต้,LOCATION
107,1188,ปัตตานี,LOCATION
107,1205,พะเยา,LOCATION
107,1222,พระนครศรีอยุธยา,LOCATION
107,1239,พังงา,LOCATION
107,1256,พัทลุง,LOCATION
107,1265,ศาลหลักเมืองกลางวงเวียน,LOCATION
107,1276,ศาลหลักเมืองข้างวัดควนปรง,LOCATION
107,1299,พิจิตร,LOCATION
107,1322,เมืองเก่าของพิจิตร,LOCATION
107,1335,พิษณุโลก,LOCATION
107,1351,เพชรบุรี,LOCATION
107,1368,เพชรบูรณ์,LOCATION
107,1384,แพร่,LOCATION
107,1436,ภูเก็ต,LOCATION
107,1448,ศาลหลักเมือง,LOCATION
107,1451,วัดพระขาว,LOCATION
107,1464,ท่าเรือ,LOCATION
107,1472,ศาลหลักเมือง เจ้าแม่เกษิณี,LOCATION
107,1485,ศาลหลักเมือง เมืองใหม่,LOCATION
107,1500,ศาลหลักเมืองใหม่,LOCATION
107,1518,มหาสารคาม,LOCATION
107,1536,มุกดาหาร,LOCATION
107,1553,แม่ฮ่องสอน,LOCATION
107,1577,ศาลเจ้าพ่อข้อมือเหล็ก,LOCATION
107,1593,ยะลา,LOCATION
107,1609,ยโสธร,LOCATION
107,1626,ร้อยเอ็ด,LOCATION
107,1645,บึงพลาญชัย,LOCATION
107,1672,ระนอง,LOCATION
107,1691,ระยอง,LOCATION
107,1707,ราชบุรี,LOCATION
107,1732,ลพบุรี,LOCATION
107,1748,ลำปาง,LOCATION
107,1764,ลำพูน,LOCATION
107,1789,จังหวัดลำพูน,LOCATION
107,1794,เชียงใหม่,LOCATION
107,1822,ศรีสะเกษ,LOCATION
107,1840,สกลนคร,LOCATION
107,1860,ศาลเจ้าพ่อมเหสักข์,LOCATION
107,1884,สงขลา,LOCATION
107,1901,สตูล,LOCATION
107,1928,เขาถ้ำจีน,LOCATION
107,1948,สมุทรปราการ,LOCATION
107,1965,สมุทรสงคราม,LOCATION
107,1996,สมุทรสาคร,LOCATION
107,2011,ไทย,LOCATION
107,2017,สระแก้ว,LOCATION
107,2033,สระบุรี,LOCATION
107,2051,สิงห์บุรี,LOCATION
107,2068,สุโขทัย,LOCATION
107,2084,สุพรรณบุรี,LOCATION
107,2101,สุราษฎร์ธานี,LOCATION
107,2117,สุรินทร์,LOCATION
107,2134,หนองคาย,LOCATION
107,2152,หนองบัวลำภู,LOCATION
107,2170,อ่างทอง,LOCATION
107,2188,อุดรธานี,LOCATION
107,2207,อุทัยธานี,LOCATION
107,2226,อุตรดิตถ์,LOCATION
107,2267,เมืองแก่งหิน,LOCATION
107,2271,อุบลราชธานี,LOCATION
107,2288,อำนาจเจริญ,LOCATION
108,66,ตลาดไทยย้อนยุคบ้านระจันตั้งอยู่ที่วัดโพธิ์เก้าต้น อ.ค่ายบางระจัน จ.สิงห์บุรี,LOCATION
108,91,อนุสาวรีย์ชาวบ้านบางระจัน,LOCATION
108,98,กรุงเทพ,LOCATION
108,845,ตลาดบ้านระจัน,LOCATION
109,7,ไทย,LOCATION
109,40,กรุงเทพ,LOCATION
110,7,เกาะกูด,LOCATION
110,10,เกาะขาม,LOCATION
110,14,เกาะกระดาด,LOCATION
110,132,ชลบุรี,LOCATION
110,134,ตราด,LOCATION
110,138,ตราด,LOCATION
110,160,เกาะกูด,LOCATION
110,170,เกาะกูด,LOCATION
110,201,เกาะกูด,LOCATION
110,312,ชายหาดเกาะกูด,LOCATION
110,439,เกาะกูด,LOCATION
110,484,น้ำตกคลองเจ้า,LOCATION
110,490,เกาะกูด,LOCATION
110,584,เกาะขาม,LOCATION
110,587,เกาะกระดาด,LOCATION
110,624,เกาะขาม,LOCATION
110,634,เกาะขาม,LOCATION
110,654,เกาะกระดาด,LOCATION
110,683,เกาะกระดาด,LOCATION
110,736,จังหวัตราด,LOCATION
110,753,เกาะกูด,LOCATION
110,824,ไทย,LOCATION
111,7,ไทย,LOCATION
111,391,เขาโด่ อ.ศรีสัชนาลัย จ.สุโขทัย,LOCATION
111,579,ผาช่อ,LOCATION
111,582,โด่ อ.ศรีสัชนาลัย จ.สุโขทัย,LOCATION
113,28,จังหวัดเพชรบูรณ์,LOCATION
114,110,สนามบินสุวรรณภูมิ,LOCATION
114,713,น้ำตกทีลอซู อุ้มผาง จังหวัดตาก,LOCATION
114,723,ทีลอซู,LOCATION
114,821,น้ำตกทีลอซู อำเภออุ้มผาง จังหวัดจาก,LOCATION
114,838,น้ำตกทีลอซู,LOCATION
114,845,น้ำตกทีลอซู,LOCATION
114,859,แม่น้ำกลอง,LOCATION
114,865,เหมืองปิล๊อก,LOCATION
114,868,เหมืองสมศักดิ์ ทองผาภูมิ,LOCATION
114,875,จังหวัดกาญจนบุรี,LOCATION
114,890,อุทยานแห่งชาติทองผาภูมิ,LOCATION
114,894,เนินช้างศึก,LOCATION
114,897,น้ำตกจ๊อกกระดิ่น,LOCATION
114,901,เขื่อนวชิราลงกรณ์,LOCATION
114,903,อุทยานประวัติศาสตร์เมืองสิงห์,LOCATION
114,911,ม่อนแจ่ม,LOCATION
114,914,ภูชี้ฟ้า,LOCATION
114,917,น้ำตกภูซาง,LOCATION
114,921,เชียงใหม่,LOCATION
114,923,เชียงราย,LOCATION
114,925,พะเยา,LOCATION
114,933,ม่อนแจ่ม,LOCATION
114,935,ภูชี้ฟ้า,LOCATION
114,937,สิงห์ปาร์ค,LOCATION
114,939,น้ำตกภูซาง,LOCATION
114,1085,ภูกระดึง,LOCATION
114,1136,ภูกระดึง จังหวัดเลย,LOCATION
114,1161,ผาหล่มสัก,LOCATION
114,1220,เชียงคาน แก่งคุดคู้,LOCATION
114,1225,ภูเรือ จ.เลย,LOCATION
114,1240,ภูกระดึง,LOCATION
114,1251,เชียงคาน,LOCATION
114,1254,ริมฝั่งโขง,LOCATION
114,1258,เชียงคาน,LOCATION
114,1262,เชียงคานแก่งคุดคู้ภูเรือ,LOCATION
114,1273,อุทยานแห่งชาติน้ำหนาว จ. เพชรบูรณ์,LOCATION
114,1320,อุทยานแห่งชาติน้ำหนาว,LOCATION
114,1377,จังหวัดประจวบคีรีขันธ์,LOCATION
114,1387,เขาล้อมหมวก,LOCATION
114,1413,เขาล้อมหมวก จังหวัดประจวบคีรีขันธ์,LOCATION
114,1565,เขื่อนรัชชประภา,LOCATION
114,1569,เขื่อนรัชชประภา,LOCATION
114,1579,เขื่อนเชี่ยวหลาน,LOCATION
114,1593,จังหวัดสุราษฎร์ธานี,LOCATION
114,1612,เขื่อนรัชชประภา,LOCATION
114,1632,เขื่อนรัชชประภา,LOCATION
114,1638,เขื่อนเชี่ยวหลาน จังหวัด สุราษฎธานี,LOCATION
114,1714,เขาสามเกลอ,LOCATION
114,1797,บางแสน,LOCATION
114,1800,พัทยา,LOCATION
114,1820,เกาะขาม สัตหีบ ชลบุรี,LOCATION
114,1863,เกาะขาม สัตหีบ จังหวัดชลบุรี,LOCATION
114,1909,บ้านโจรสลัด เกาะช้าง จังหวัดระนอง,LOCATION
114,1931,เกาะช้าง,LOCATION
114,1935,เกาะช้าง,LOCATION
114,1943,จังหวัดตราด,LOCATION
114,1948,เกาะช้าง,LOCATION
114,1952,จังหวัดระนอง,LOCATION
114,1960,เกาะพยาม,LOCATION
114,1970,เกาะพยาม,LOCATION
114,2121,สวนละไม จังหวัด ระยอง,LOCATION
114,2141,สวนละไม,LOCATION
114,2160,จันทบุรี,LOCATION
114,2184,น้ำตกพลิ้ว จังหวัด จันทบุรี,LOCATION
114,2202,น้ำตกพลิ้ว,LOCATION
114,2243,ภูเก็ต,LOCATION
114,2273,สนามบินสุวรรณภูมิ,LOCATION
114,2310,แหลมพรหมเทพ หาดในยาง จังหวัดภูเก็ต,LOCATION
114,2348,แหลมพรหมเทพ,LOCATION
114,2399,เขาหลวงสุโขทัย,LOCATION
114,2440,อุทยานแห่งชาติรามคำแหง จ.สุโขทัย,LOCATION
114,2499,เขาหลวงสุโขทัย,LOCATION
114,2530,น้ำตกเปรโต๊ะลอซู จ. ตาก,LOCATION
